	cluster	degree
Hsd11b2	3	74
Hsd17b10	1	5
Hsd17b11	3	1821
Hsd17b12	3	778
Hsd17b13	3	2
Hsd17b2	3	6
Hsd17b4	1	13
Hsd17b6	0	13
Hsd17b7	0	46
Hsd17b8	1	7
Hsd3b7	1	10
Hsdl1	0	847
Hsf1	2	1064
Hsf2	1	10
Hsf4	2	569
Hsp90aa1	1	5
Hsp90ab1	2	1640
Hsp90b1	3	551
Hspa4	2	1278
Hspa4l	3	34
Hspa5	3	100
Hspa8	2	1033
Hspa9	3	613
Hspb1	0	1787
Hspb11	1	139
Hspb2	1	287
Hspb6	2	1975
Hspb8	3	13
Hspbap1	0	218
Hspbp1	3	2325
Hspd1	3	1932
Hspe1	1	225
Hsph1	2	691
Htatip2	1	12
Htatsf1	3	1676
Htra1	2	655
Htra2	3	1686
Htt	2	1922
Hus1	1	282
Huwe1	0	2580
Hyal1	3	101
Hyal3	3	1413
Hyi	3	86
Hykk	3	52
Hyou1	3	192
Iah1	2	280
Iars1	2	1453
Iars2	3	2270
Iba57	3	2261
Ibtk	2	2307
Ica1	0	66
Icam1	0	1230
Icam2	0	1983
Ice1	2	2476
Ice2	2	181
Icmt	2	2370
Icos	1	18
Icoslg	3	2255
Id1	0	95
Id2	1	19
Cldnd1	1	2
Id3	0	1762
Id4	3	297
Ide	3	1610
Idh1	3	120
Idh2	3	495
Idh3a	2	2488
Idh3b	3	759
Idh3g	1	193
Idnk	2	105
Ido2	3	85
Ids	1	26
Idua	0	457
Ier2	0	10
Ier3	0	4
Iffo1	0	548
Ifi27	1	20
Ifi27l2b	1	6
Afp	1	3
Ifi30	0	1939
Ifi35	1	51
Ifi44	1	17
Ifi44l	1	6
Ifi47	2	761
Ifih1	3	59
Ifit1bl	0	9
Ifit2	3	62
Ifit3	1	52
Ifitm1	0	746
Ifitm2	0	953
Ifitm3	0	2291
Ifnar1	0	2428
Ifnar2	0	1555
Ifngr1	0	2105
Ifngr2	0	386
Ifrd1	1	39
Ifrd2	0	1032
Ift122	0	2042
Ift140	2	2621
Ift20	1	253
Ift27	1	8
Ift46	3	1617
Ift52	1	251
Ift57	2	393
Ift74	1	81
Ift81	2	1127
Ift88	2	481
Iftap	2	414
Igbp1	1	126
Igf1	2	440
Igf1r	0	691
Igf2bp3	2	11
Igf2r	3	2709
Igfals	3	955
Igfbp1	0	29
Igfbp3	1	40
Igfbp4	0	1794
Igfbp5	0	48
Igfbp7	0	131
Ighg1	0	105
Ighm	0	22
Ighmbp2	2	2794
Igsf10	0	1812
Igsf11	3	1881
Igsf5	2	98
Igsf6	0	265
Igsf8	0	1689
Igsf9	3	172
Igtp	3	29
Ihh	2	388
Ikbkb	0	1278
Ikbke	0	1030
Ikbkg	2	110
Ikzf1	0	986
Ikzf4	1	231
Ikzf5	1	11
Dck	1	5
Il10	1	12
Il10ra	0	1327
Il11ra1	1	51
Il13ra1	1	34
Il15	1	4
Il15ra	1	207
Il17b	3	2
Il17ra	0	1723
Il17rb	3	215
Il17rc	0	1661
Il18	0	294
Il18bp	0	1353
Il1a	1	29
Il1b	0	10
Il1r1	0	417
Il1r2	0	56
Il1rap	2	311
Il1rn	0	72
Il21r	0	54
Il2rb	3	649
Il2rg	0	554
Il33	0	279
Il34	0	1189
Il4r	0	1154
Il6	1	244
Il6r	3	822
Il6st	0	1149
Il7	1	10
Il7r	0	44
Ildr1	1	269
Ilf2	2	336
Ilf3	3	2159
Ilk	0	2586
Ilrun	3	1999
Ilvbl	3	1386
Immp1l	1	215
Immp2l	1	13
Immt	3	1363
Imp4	3	2330
Impa1	2	2652
Impa2	2	1788
Impact	1	16
Impdh1	0	1411
Impdh2	0	1087
Inf2	0	393
Ing1	2	1784
Ing2	2	2226
Ing3	3	252
Ing4	3	2401
Ing5	0	747
Inhba	2	293
Inhbb	0	3
Inhbc	0	81
Inhbe	2	32
Chst13	1	15
Inip	2	1313
Ino80	3	499
Ino80b	0	2147
Ino80c	1	2
Ino80d	2	1143
Ino80e	3	1706
Inpp1	0	1571
Inpp4a	0	384
Inpp4b	3	52
Inpp5a	0	2006
Inpp5b	2	1588
Inpp5d	0	1607
Inpp5e	0	1463
Inpp5f	2	385
Inpp5k	3	2149
Inppl1	2	3257
Insig1	3	11
Insig2	2	50
Insr	3	2191
Ints1	3	2345
Ints10	3	509
Ints11	3	1306
Ints12	3	257
Ints13	2	1486
Ints14	2	3105
Ints2	1	6
Ints3	2	2704
Ints4	2	2000
Ints5	3	3373
Ints6	1	36
Ints7	0	884
Ints8	2	761
Ints9	3	2467
Invs	2	1271
Ip6k2	2	41
Ipmk	3	1050
Ipo13	2	3035
Ipo4	3	1266
Ipo5	0	2786
Ipo7	1	27
Ipo9	2	3121
Ipp	1	26
Ippk	2	671
Iqcb1	1	19
Iqcd	0	1513
Iqcg	1	134
Iqgap1	0	2603
Iqgap2	3	1649
Iqsec1	0	2472
Iqsec2	2	706
Irag1	2	688
Irag2	0	841
Irak1	3	1891
Irak1bp1	1	144
Irak2	0	91
Irak3	0	895
Irak4	0	2081
Irf1	3	403
Irf2	0	3334
Irf2bp1	0	2349
Irf2bp2	3	1455
Irf2bpl	3	1007
Irf3	2	452
Irf5	0	508
Irf6	3	1235
Cpeb2	3	2
Irf7	3	231
Irf8	0	299
Irf9	3	879
Irgm	3	715
Irgq	2	2664
Irs1	2	37
AABR07068042.1	2	1
Irs2	0	97
Irs3	3	464
Irx1	3	683
Isca1	3	74
Isca2	3	2277
Iscu	3	1139
Isg15	1	85
Isg20	2	141
Isg20l2	0	650
Islr	3	8
Isoc1	3	1003
Isoc2a	1	51
Isoc2b	1	40
Ist1	0	2483
Isy1	0	779
Isyna1	0	259
Itch	2	2076
Itfg1	1	272
Itfg2	1	7
Fundc2	1	3
Itga1	2	1397
Itga4	0	705
Itga5	2	1597
Itga6	0	427
Itga7	3	562
Itga9	0	1195
Itgae	1	36
Itgal	0	1327
Itgam	0	434
Itgav	3	108
Itgb1	0	1113
Itgb1bp1	1	287
Itgb1bp2	1	5
Itgb2	0	1076
Itgb3	0	1343
Itgb3bp	1	5
Itgb5	0	2648
Itgb7	0	94
Itih1	3	1552
Itih3	0	775
Itih4	0	102
Itm2c	1	16
Itpa	1	9
Itpk1	3	1807
Itpka	3	101
Itpkb	0	2540
Itpkc	3	35
Itpr1	1	125
Itpr2	3	1010
Itprid2	3	558
Itprip	0	50
Itpripl1	0	458
Itpripl2	0	2087
Itsn1	2	2644
Itsn2	0	1135
Ivd	3	122
Ivns1abp	1	22
Iws1	2	808
Iyd	1	91
Jade1	0	1103
Jade2	2	2149
Jade3	1	7
Jag1	0	12
Jagn1	1	27
Jak1	3	2682
Jak2	0	544
Jak3	0	983
Jam2	0	224
Jam3	0	979
Jarid2	0	3203
Jcad	2	1086
Jchain	0	44
Jdp2	0	2165
Jkamp	3	2282
Jmjd1c	0	386
Jmjd4	2	284
Jmjd6	0	1155
Jmjd7	2	59
Jmjd8	3	2729
Jmy	0	1046
Josd1	3	1926
Josd2	2	105
Jpt1	2	2385
Jpt2	1	26
Jrk	2	1761
Jrkl	1	36
Jtb	0	291
Jun	0	28
Jund	3	379
Jup	0	1152
Kalrn	3	226
Kank1	2	1548
Kank2	2	2056
Kank3	0	77
Kank4	2	661
Kansl1	2	2536
Kansl1l	1	9
Kansl2	2	2731
Kansl3	2	1582
Kars	3	2834
Kat14	2	1877
Kat2a	2	1759
Kat2b	2	797
Kat5	0	822
Kat6a	2	3241
Kat6b	2	544
Kat7	3	2819
Kat8	2	1468
Katna1	2	81
Katnb1	3	2607
Katnip	3	2622
Kazn	0	1043
Kbtbd12	1	5
Kbtbd2	1	371
Kbtbd3	1	68
Kbtbd4	2	2474
Kbtbd7	1	54
Kbtbd8	1	11
Kcmf1	1	283
Kcna7	1	31
Kcnab2	0	1113
Kcnc4	1	318
Kcnj15	1	42
Kcnj16	1	48
Kcnj2	2	773
Kcnj8	0	86
Kcnk13	0	1
Kcnk5	0	699
Kcnk6	0	1879
Kcnn1	2	656
Kcnn2	1	39
Kcnv1	1	36
Kctd10	0	2287
Kctd11	2	1149
Kctd12	0	1320
Kctd13	3	209
Kctd18	2	45
Kctd2	2	2071
Kctd20	0	1697
Kctd21	2	2621
Kctd3	2	2339
Kctd5	2	61
Kctd6	2	1585
Kctd7	2	32
Kctd9	3	180
Kdelr1	3	2544
Kdelr2	1	2
Canx	1	2
Kdelr3	0	32
Kdf1	3	2475
Kdm1a	2	2093
Kdm1b	3	287
Kdm2a	2	1127
Kdm2b	2	977
Kdm3a	2	1247
Kdm3b	2	3130
Kdm4a	2	1865
Kdm4b	2	2822
Kdm4c	1	64
Kdm5a	2	108
Kdm5b	2	2654
Kdm5c	2	3453
Kdm6a	1	6
Kdm6b	0	1489
Kdm7a	2	466
Kdm8	3	454
Kdr	0	173
Kdsr	2	734
Keap1	3	2207
Khdc4	1	370
Khdrbs1	1	232
Khdrbs3	2	106
Khk	1	50
Khnyn	3	2265
Khsrp	3	2618
Kics2	0	2038
Kidins220	2	2385
Kif12	0	671
Kif13a	2	2090
Kif13b	2	2320
Kif16b	2	2058
Kif1c	3	2934
Kif21a	3	156
Kif21b	0	2473
Kif2a	2	492
Kif3b	0	3134
Kif5b	1	83
Kifap3	3	239
Kifbp	2	3150
Kifc2	3	332
Kifc3	3	1422
Kin	2	2278
Kirrel1	0	1305
Kiss1	3	2
Kit	1	10
Kitlg	0	21
Kiz	0	820
Klb	3	15
Klc1	3	1483
Klc2	2	2880
Klc4	1	20
Klf10	3	29
Klf11	0	366
Klf12	0	357
Klf13	3	1238
Klf15	1	6
Hdac11	1	2
Klf16	0	161
Klf2	0	24
Klf3	0	717
Klf4	0	686
Klf6	0	146
Klf7	0	210
Klf9	3	946
Klhdc10	0	2367
Klhdc2	1	203
Klhdc3	3	2825
Klhdc7a	2	656
Klhdc8a	2	20
Klhl11	2	1108
Klhl12	2	378
Klhl13	0	170
Klhl15	2	296
Klhl17	2	559
Klhl18	2	2560
Klhl2	3	1573
Klhl20	2	883
Klhl21	1	38
Klhl22	2	1000
Klhl23	1	4
Klhl24	1	104
Klhl25	1	24
Klhl26	3	3336
Klhl28	1	40
Klhl36	0	1813
Klhl42	2	2882
Klhl5	0	700
Klhl7	1	28
Klhl8	1	17
Klkb1	0	1019
Klra2	1	9
Klrb1a	0	3
Klrb1c	0	1
Klrd1	1	50
Klri1	1	42
Klrk1	0	95
Kmo	1	182
Kmt2a	2	2647
Kmt2b	2	1403
Kmt2c	2	2524
Kmt2d	2	2935
Kmt2e	2	2591
Kmt5a	1	26
Kmt5b	2	1896
Kmt5c	2	780
Kng1	0	123
Kng2l1	0	171
Knop1	2	2967
Kpna1	2	1631
Kpna2	2	579
Kpna3	2	877
Kpna4	1	103
Kpna5	1	311
Kpna6	2	145
Kpnb1	3	2727
Krba1	2	1277
Krcc1	1	324
Kri1	2	951
Krit1	1	173
Krr1	2	1953
Krt18	3	1685
Krt79	0	759
Krt8	0	1047
Krtcap2	0	1006
Ksr1	0	1187
Ksr2	0	2
Ktn1	1	4
Kxd1	1	189
Ky	1	25
Kyat1	0	567
Kyat3	1	30
Kynu	2	307
L2hgdh	1	95
L3hypdh	1	102
L3mbtl2	2	3523
L3mbtl3	0	906
Lacc1	0	590
Lactb	0	628
Lactb2	1	137
Lama2	3	366
Lama4	0	613
Lamb1	0	166
Lamb2	0	255
Lamc1	3	1312
Lamc2	0	199
Lamp1	0	2697
Lamp2	1	37
Ahr	1	1
Lamtor1	3	409
Lamtor3	0	1167
Lamtor4	3	339
Lamtor5	1	31
Lancl1	2	8
Lancl2	1	162
Lap3	3	615
Laptm4a	1	12
Laptm4b	2	52
Laptm5	0	2223
Large1	3	2261
Large2	0	680
Larp1	3	2265
Larp1b	1	23
Larp4	2	294
Larp4b	2	3259
Larp7	3	1531
Lars1	3	493
Lars2	3	44
Las1l	2	478
Lasp1	0	2258
Lat	0	82
Lat2	0	88
Lats1	0	1801
Lats2	0	2819
Layn	0	521
Lbh	0	1756
Lbp	0	483
Lcat	3	1783
Lck	0	246
Lclat1	3	1801
Lcmt1	3	420
Lcn4	3	149
Lcor	2	1537
Lcorl	1	17
Lcp1	0	1332
Lcp2	0	1557
Ldah	2	1471
Ldb1	0	1777
Ldb2	0	401
Ldhal6b	0	276
Ldhb	0	208
Ldhd	1	27
Ldlr	3	795
Ldlrad1	1	10
Ldlrad3	3	752
Ldlrad4	2	460
Ldlrap1	3	2018
Leap2	1	59
Lect2	1	24
Lemd3	2	244
Leng1	2	1464
Leng8	1	240
Leng9	2	2559
Leo1	2	779
Lepr	2	18
Leprot	0	401
Leprotl1	2	3337
Letm1	3	2639
Letm2	0	47
Letmd1	2	3355
Lfng	0	1792
Lgals1	0	16
Lgals2	0	787
Lgals3	0	826
Lgals3bp	3	2361
Lgals5	0	21
Lgals8	2	46
Lgals9	3	2351
Lgalsl	1	8
Lgmn	0	1015
Lgr4	2	964
Lhfpl2	0	608
Lhfpl6	0	1531
Lhpp	3	2000
Lhx2	3	160
Lhx8	2	665
Lias	3	257
Lifr	1	23
AABR07002627.1	1	1
Lig1	0	1590
Lig3	2	2341
Lig4	2	155
Lilra5	0	189
Lilrb3a	0	613
Lilrb3l	0	8
Lilrb4	0	24
Lilrc2	0	11
Lima1	2	1204
Limd1	0	2836
Limd2	0	67
Lime1	1	226
Limk1	0	1432
Limk2	3	397
Lims1	1	57
Lims2	2	812
Lin37	2	1878
Lin52	2	116
Lin54	1	6
Lin7a	1	94
Lin7c	1	80
Lins1	2	908
Lipa	3	114
Lipc	3	863
Lipe	0	988
Lipo1	1	79
Litaf	3	2047
Lix1l	3	1746
Llgl1	0	2476
Llgl2	3	2463
Lman1	3	977
Lman2	3	2380
Lman2l	3	2475
Lmbr1	2	260
Lmbr1l	0	284
Lmbrd1	1	113
Lmbrd2	1	15
Lmcd1	0	1087
Lmf1	3	2086
Lmna	1	26
Lmnb1	0	1745
Lmnb2	2	1660
Lmo2	0	1801
Lmo4	0	816
Lmo7	0	321
Lmtk2	3	1600
Lnpep	0	64
Lnpk	1	15
Lnx2	2	979
Lonp1	3	1573
Lonp2	3	830
Lonrf1	0	831
Loxl1	0	866
Loxl2	0	47
Loxl4	3	391
Lpar2	3	430
Lpar3	3	30
Lpar6	1	42
Lpcat1	0	757
Lpcat2	0	637
Lpcat3	3	2444
Lpgat1	2	535
Lpin1	3	281
Lpin2	3	869
Lpin3	3	458
Lpp	3	1520
Lpxn	0	217
Lrat	3	604
Lratd2	3	289
Lrba	2	1983
Lrch1	0	756
Lrch3	1	67
Lrch4	3	2665
Lrfn3	3	1169
Lrg1	0	649
Lrif1	1	79
Lrig1	2	927
Lrig2	1	5
Lrig3	2	1410
Lrmda	1	3
Lrp1	2	2251
Lrp10	3	2363
Lrp11	2	741
Lrp12	2	3
Lrp2	3	1938
Lrp3	0	1277
Lrp4	3	1419
Lrp5	3	742
Lrp6	2	924
Lrpap1	3	2921
Lrpprc	3	760
Lrrc14	2	1717
Lrrc20	3	98
Lrrc25	0	1716
Lrrc28	2	2498
Lrrc29	1	272
Lrrc32	0	1978
Lrrc40	1	203
Lrrc41	3	3071
Lrrc42	1	1
Lrrc45	3	2475
Lrrc47	0	2179
Lrrc57	2	146
Lrrc58	1	173
Lrrc59	3	659
Lrrc61	2	145
Lrrc8a	3	2129
Lrrc8b	2	2098
Lrrc8c	0	1110
Lrrc8d	3	1648
Lrrfip1	0	181
Ccn2	0	3
Lrrfip2	2	2204
Lrrk1	0	1417
Lrsam1	3	2717
Lrwd1	3	1641
Lsamp	1	36
Lsg1	2	1174
Lsm1	1	223
Lsm10	2	751
Lsm11	2	1981
Lsm12	2	2756
Lsm14a	1	24
Lsm14b	3	1896
Lsm2	2	761
Lsm3	1	321
Lsm4	1	10
Lsm6	1	261
Lsm7	1	141
Lsm8	1	2
Lsp1	0	2166
Lsr	3	604
Lss	3	507
Lst1	0	857
Lta4h	0	1944
Ltb	0	860
Ltbp1	0	1342
Ltbp3	0	531
Ltbp4	2	509
Ltbr	0	1697
Ltn1	1	71
Galnt11	1	2
Lto1	2	125
Ltv1	2	202
Luc7l	2	421
Luc7l2	1	325
Luc7l3	1	40
Lurap1	1	302
Luzp1	0	3301
Ly49si2	1	17
Ly6al	0	1
Ly6c	0	65
Ly6e	3	1988
Ly86	0	225
Ly96	0	66
Lyar	2	126
Lyn	0	1932
Lynx1	2	1686
Lypla1	1	32
Lypla2	3	2403
Lyplal1	3	81
Lyrm1	1	96
Lyrm2	1	287
Lyrm4	2	1490
Lyrm7	2	368
Lyrm9	1	120
Lysmd1	1	43
Lysmd2	0	37
Lysmd3	1	24
Lysmd4	3	917
Lyz2	0	14
Lztfl1	1	75
Lztr1	2	2889
Lzts2	0	807
Lzts3	3	1180
M6pr	3	2284
Mab21l3	3	606
Macf1	0	1468
Macir	0	4
Maco1	3	2787
Macrod1	3	66
Macroh2a1	3	2755
Mad1l1	3	1678
Mad2l1	1	24
Mad2l1bp	3	1306
Mad2l2	3	2297
Madd	2	1912
Maea	3	1805
Maf	0	1742
Maf1	0	404
Mafb	2	1694
Maff	0	67
Mafg	0	723
Maged1	3	1682
Maged2	3	521
Magi1	3	1876
Magi3	0	931
Magix	3	1657
Magoh	1	42
Magt1	3	37
Maip1	1	129
Mak16	1	321
Mal2	1	39
Malsu1	1	74
Malt1	1	37
Mamdc2	2	703
Maml1	3	2051
Maml2	0	1518
Man1a1	3	1135
Man1a2	0	806
Man1b1	3	2344
Man1c1	0	1334
Man2a1	3	1416
Man2a2	3	1720
Man2b1	3	2142
Man2b2	3	2062
Man2c1	3	1374
Manba	3	1119
Manbal	0	2382
Manf	2	21
Mansc1	1	216
Maoa	3	18
Maob	3	312
Map1lc3a	0	1068
Map1lc3b	0	173
Map1s	0	2477
Map2k1	3	2478
Map2k2	3	2333
Map2k3	3	366
Lcmt2	3	5
Map2k4	1	42
Map2k5	2	2968
Map2k7	0	384
Map3k1	0	1670
Map3k10	1	8
Map3k11	3	3155
Map3k13	2	2167
Map3k14	3	1252
Map3k2	0	1021
Map3k20	2	1488
Map3k21	3	56
Map3k3	0	3208
Map3k4	3	2921
Map3k5	0	408
Map3k6	0	192
Map3k7	2	3264
Map3k8	0	26
Map3k9	0	2246
Map4	0	1668
Map4k1	0	1274
Map4k2	2	3021
Map4k3	2	1086
Map4k4	0	1792
Map4k5	0	911
Map7	3	132
Map7d1	0	1109
Map9	1	40
Mapk1	2	2414
Mapk12	1	47
Mapk14	0	1789
Mapk1ip1	2	934
Mapk1ip1l	2	2694
Mapk3	0	1623
Mapk6	3	1243
Mapk7	0	2915
Mapk8	1	7
Mapk8ip1	0	1653
Mapk8ip3	0	609
Mapk9	3	1361
Mapkap1	2	1282
Mapkapk2	3	346
Mapkapk3	0	1713
Mapkapk5	2	1382
Mapkbp1	2	654
Mapre1	1	12
Mapre3	2	1765
Mapt	1	233
Marchf1	0	746
Marchf2	1	17
Marchf3	0	38
Cyp3a18	0	3
Marchf5	2	1793
Marchf6	2	120
Marchf7	1	59
Marchf8	2	2085
Marcks	1	5
Marcksl1	0	2453
Marco	0	250
Marf1	2	1722
Mark2	0	2173
Mark3	1	41
Mark4	0	1709
Mars1	3	594
Mars2	3	2449
Marveld1	0	327
Marveld2	3	1429
Masp1	0	1167
Masp2	3	2181
Mast2	3	2620
Mast3	2	2293
Mast4	1	41
Mat1a	1	4
Mat2a	1	1
Mat2b	1	1
Matr3	1	151
Mau2	2	1003
Mavs	2	2457
Max	0	2638
Maz	1	16
Mb21d2	3	2847
Mbd1	2	1663
Mbd2	0	2220
Mbd3	3	2741
Mbd4	3	51
Mbd5	0	985
Mbd6	0	883
Mbl1	1	8
Mblac2	1	51
Mbnl1	1	89
Mbnl2	1	5
Mboat7	3	2508
Mbp	2	111
Mbtd1	2	1270
Mbtps1	0	3038
Mbtps2	2	731
Mcam	0	882
Mcart1	3	1925
Mcat	1	18
Mcc	2	301
Mccc1	3	1116
Mccc2	3	13
Mcee	1	1
Mcemp1	0	2
Mcf2l	0	47
Mcfd2	3	3
Mcm2	0	3020
Mcm3ap	2	1944
Mcm4	0	121
Mcm6	0	1420
Mcm7	2	273
Mcmbp	2	2596
Mcoln1	0	1351
Mcpt9	1	41
Mcrip1	0	399
Mcrip2	1	14
Mcrs1	0	2306
Mctp2	3	101
Mcts1	1	68
Mcu	3	2517
Mcur1	2	229
Mdc1	2	2886
Mdfic	1	5
Mdh1	3	225
Mdh2	3	2
Mdm1	3	741
Mdm2	1	23
Mdm4	2	890
Mdn1	2	1248
Mdp1	1	12
Me1	3	24
Me2	0	480
Me3	3	449
Mea1	1	73
Meaf6	0	1620
Meak7	1	13
Mecp2	0	941
Mecr	3	93
Med1	2	2840
Med10	0	1173
Med11	1	68
Med12	2	1409
Med13	2	2753
Med13l	0	757
Med14	2	1409
Med15	0	1404
Med16	3	872
Med17	1	37
Med18	2	395
Med19	3	855
Med20	1	74
Med21	1	145
Med22	2	495
Med23	2	2481
Med24	2	1989
Med25	0	2756
Med26	0	1320
Med28	1	272
Med29	1	289
Med31	1	103
Med4	1	15
Med6	2	213
Med7	0	414
Med8	1	55
Med9	2	813
Mef2a	0	527
Mef2d	3	1177
Megf11	2	126
Megf8	2	1825
Megf9	0	1
Meis1	2	1490
Meis2	2	351
Meis3	0	162
Mcl1	0	1
Memo1	1	142
Men1	2	3133
Meox2	1	7
Mepce	3	2907
Mertk	0	12
Mesd	3	2314
Met	2	2546
Metap1	2	2355
Metap1d	1	20
Metap2	2	1826
Metrnl	3	110
Mettl1	2	514
Mettl14	2	563
Mettl15	1	4
Mettl16	2	502
Mettl17	2	1847
Mettl18	1	176
Mettl2	2	135
Mettl21a	2	142
Mettl22	2	1357
Mettl23	1	251
Mettl25	1	8
Mettl26	3	334
Mettl3	2	2365
Mettl4	2	408
Mettl5	1	335
Mettl6	3	935
Mettl7a	0	349
Mettl7b	3	798
Mettl9	1	3
Mex3c	1	3
Mex3d	0	1806
Mfap1a	2	2831
Mfap3	2	3284
Mfap3l	3	1550
Mfap4	3	8
Mff	1	93
Mfge8	0	968
Mfhas1	2	1059
Mfn1	1	704
Mfn2	3	2930
Mfng	0	621
Mfsd1	2	2125
Mfsd10	0	1697
Mfsd11	2	1402
Mfsd12	3	3014
Mfsd13a	3	2611
Mfsd14b	1	27
Atp6v1e1	1	1
Mfsd2a	3	79
Mfsd3	1	10
Mfsd4b	2	721
Mfsd5	0	2526
Mfsd6	3	2659
Mfsd8	1	14
Mfsd9	3	2814
Mga	2	2129
Mgam	3	1475
Mgat1	1	47
Mgat2	1	2
Ccdc134	1	2
Mgat4a	0	151
Mgat4b	3	1564
Mgat5	3	696
MGC108823	1	63
MGC116121	2	1005
MGC93861	1	174
MGC94199	2	151
MGC94207	3	2576
MGC95208	1	5
MGC95210	2	380
Mgll	2	1162
Mgme1	2	2839
Mgp	0	397
AC132740.1	0	2
Mgrn1	0	2349
Mgst1	1	257
Mgst2	3	211
Csrp2	3	1
Mgst3	3	551
Mia2	3	952
Mia3	3	2526
Mib1	2	2774
Mib2	2	2933
Mical2	2	1423
Mical3	2	1244
Micalcl	2	1078
Micall1	0	1639
Micall2	3	209
Micos13	1	136
Micu1	3	2940
Micu2	2	122
Mid1	0	262
Mid2	0	480
Mideas	0	464
Midn	0	524
Mief1	2	2705
Mief2	1	21
Mien1	0	24
Mier1	1	136
Mier2	3	280
Mier3	2	192
Mif	3	1269
Miga2	2	1593
Miip	0	1620
Mindy1	3	2991
Mindy2	3	338
Mindy3	2	259
Mink1	2	2715
Minpp1	0	291
Mios	1	91
Miox	1	22
Mip	1	171
Mipep	1	323
Mipol1	1	43
Mis12	2	1260
Mitd1	1	11
Mitf	2	391
Mix23	1	138
Mkks	1	3
Mkln1	1	133
Mknk1	0	1792
Mknk2	3	1278
Mkrn1	3	2202
Mkrn2	2	2309
Mks1	0	63
Mlec	2	95
Mlf2	3	2805
Mlh1	2	8
Mlh3	1	78
Mlkl	0	1579
Mllt1	3	2785
Mllt10	2	1070
Mllt3	2	2095
Mllt6	0	2613
Mlst8	2	1079
Mlx	3	396
Mlxip	2	2012
Mlycd	3	1762
Mmaa	2	1184
Mmab	3	492
Mmachc	2	1230
Mmadhc	3	711
Mmd2	3	4
Mmgt1	2	911
Mmgt2	2	778
Mmp14	0	766
Mmp15	3	1995
Mmp16	0	136
Mmp17	3	227
Mmp19	3	2719
Mmp2	0	187
Mmp23	0	39
Mmp25	0	318
Mmp8	0	143
Mmrn2	0	687
Mms19	3	1911
Mmut	1	42
Mnda	0	191
Mnt	3	313
Moap1	3	1439
Mob1a	0	2927
Mob1b	1	30
Mob2	1	3
Mob3a	0	1670
Mob3b	3	1807
Mob3c	0	1191
Mob4	1	152
Mocos	3	121
Mocs1	3	2172
Mocs2	1	60
Mocs3	2	1861
Mogs	2	444
Mon1a	3	2612
Mon1b	2	2697
Mon2	2	861
Morc2	2	2186
Morc4	2	53
Morf4l1	1	9
Mosmo	1	51
Mospd1	1	61
Manea	1	3
Mospd2	1	43
Mospd3	3	2477
Mov10	3	2544
Mpc1	1	76
Mpc2	1	194
Mpdu1	1	27
Mpdz	3	849
Mpeg1	0	756
Mpg	3	149
Mphosph10	2	994
Mphosph6	1	43
Mphosph8	2	2397
Mphosph9	2	1735
Mpi	2	1391
Mplkip	2	93
Mpnd	3	336
Mpp3	0	700
Mpp5	1	30
Mpp6	2	1111
Mppe1	2	2690
Mpped1	0	21
Mprip	2	3147
Mpst	3	1229
Mpv17	0	10
Mpv17l	3	34
Mpv17l2	1	13
Mpzl1	1	20
Mras	0	1179
Mrc1	1	156
Mre11	3	2829
Mreg	2	604
Mrgprg	1	156
Mri1	3	2772
Mrln	1	69
Mrm2	3	8
Mrm3	2	336
Mroh1	3	2620
Mroh2a	1	241
Mrpl1	1	59
Mrpl10	3	2321
mrpl11	1	187
Mrpl12	1	7
Mrpl13	1	27
Commd2	1	3
Mrpl14	1	6
Mrpl15	1	166
Mrpl16	1	39
Mrpl17	0	221
Mrpl18	1	157
Mrpl19	3	2340
Mrpl2	3	1238
Mrpl20	1	84
Mrpl21	2	380
Mrpl22	1	6
Mrpl23	0	627
mrpl24	1	19
Chchd4	1	6
Mrpl27	1	16
Mrpl3	2	401
Mrpl30	1	258
Mrpl32	1	164
Mrpl35	3	1475
Mrpl36	2	703
Mrpl37	1	455
Mrpl38	3	2011
Mrpl39	1	272
Mrpl4	3	1354
Mrpl40	3	1340
Mrpl41	1	216
Mrpl42	1	215
Mrpl43	2	246
Mrpl44	2	75
Mrpl45	3	64
Mrpl46	1	5
Mrpl47	1	123
Mrpl48	1	25
Bzw2	1	3
Mrpl49	1	27
Mrpl51	2	2795
Mrpl54	1	95
Mrpl55	0	793
Mrpl57	1	25
Mrpl58	0	829
mrpl9	1	42
Mrps10	2	12
Mrps11	3	32
Mrps12	3	2667
Mrps14	1	2
Mrps15	3	2409
Mrps16	1	204
Mrps18a	3	2130
Mrps18b	3	2211
Mrps18c	1	50
Mrps2	2	2774
Mrps21	1	108
Mrps22	3	765
Mrps23	1	66
Mrps24	2	96
Mrps25	2	861
Mrps26	3	345
Mrps27	3	954
Mrps28	1	34
Dusp11	1	1
Mrps30	3	467
Mrps31	1	12
Mrps33	1	212
Mrps34	3	526
Mrps35	2	296
Mrps36	1	44
Mrps5	3	21
Mrps6	1	105
Mrps7	1	3
Emd	1	3
Mrps9	3	471
Mrrf	2	447
Mrs2	2	596
Mrtfa	0	1754
Mrtfb	0	2419
Mrto4	0	45
Ms4a4a	1	101
Ms4a6a	0	21
Ms4a6b	0	125
Ms4a6bl	1	131
Msantd2	1	9
Msantd4	2	616
Msh2	0	527
Msh6	2	2971
Msi2	0	830
Msl1	2	3031
Msl2	2	1046
