	cluster	degree
Gemin6	1	140
Gemin7	0	424
Gemin8	2	1635
Get1	0	809
Get3	2	2325
Get4	1	2466
Gfer	3	2736
Gfm1	2	1703
Gfm2	1	2769
Gfod1	1	159
Gfod2	1	62
Gfpt1	2	1870
Gfra4	4	2
Gfus	2	2532
Gga1	3	3152
Gga2	1	2919
Gga3	0	33
Ggct	0	64
Ggcx	1	3157
Ggh	0	862
Ggnbp2	0	3918
Ggps1	0	1681
Ggta1	0	1005
Ghdc	0	850
Ggn	0	4
Ghitm	2	2279
Ghr	1	1243
Ghrh	4	360
Ghrhr	1	2
Gid4	2	1320
Gid8	0	3586
Gigyf1	1	671
Gigyf2	0	654
Gimap1	1	2
Gimap4	0	39
Gimap5	1	102
Gimap6	3	264
Gimap7	4	63
Gimap8	0	20
Gimap9	1	16
Gin1	0	568
Ginm1	2	1873
Gins2	4	631
Gins4	1	332
Giot1	4	199
Gipc1	1	1130
Gipc2	1	353
Gipr	1	11
Git1	0	1136
Git2	0	711
Gja1	3	2099
Gja4	1	86
Gjc1	0	2009
Gjc3	4	95
Gk	3	2915
Gk5	0	1173
Gkap1	2	609
Gla	0	3165
Glb1	0	1430
Glb1l	0	2218
Glcci1	0	2777
Glce	0	3764
Gle1	0	480
Glg1	1	3998
Gli2	0	2338
Gli3	0	821
Gli4	2	1845
Glipr1	0	538
Glipr2	1	86
Glis2	1	35
Glis3	0	238
Glmn	0	2664
Glmp	1	1970
Glo1	2	1076
Glod4	3	2520
Glrb	4	81
Glrx	0	435
Glrx2	2	2451
Glrx3	3	2303
Glrx5	1	1119
Gls	0	442
Gls2	1	69
Glt8d1	0	3012
Glt8d2	0	568
Fcrl2	1	5
Gltp	0	467
Glud1	3	3705
Glul	3	2035
Glyctk	3	876
Glyr1	3	3892
Gm10337	1	146
Gm11100	4	267
Gm14137	0	835
Gm2a	3	1025
Gm4131	4	31
Gm45871	2	75
Gm45902	1	825
Gm48552	1	18
Gm5471	2	4
Gm9918	4	367
Gmds	0	965
Gmeb1	0	1730
Gmeb2	0	3278
Gmfb	3	1969
Gmfg	0	204
Gmip	0	873
Gmnn	0	175
Gmppa	1	1833
Gmppb	1	3009
Gmpr	2	215
Cnksr1	2	4
Gmpr2	1	2662
Gmps	3	3247
Gna11	1	2181
Gna12	1	2597
Gna13	0	210
Gna15	0	776
Gnai1	0	461
Gnai2	0	2011
Gnai3	0	1516
Gnao1	0	782
Gnaq	0	2830
Gnas	2	1774
Gnat1	1	1
Gnb1	0	3475
Gnb1l	1	1189
Gnb2	1	1226
Gnb4	0	901
Gnb5	1	968
Gne	0	2551
Gng11	3	445
Gng12	3	2464
Gng5	2	948
Gng8	0	302
Gnl1	1	1688
Gnl2	3	3843
Gnl3	0	3363
Gnl3l	2	2557
Gnpat	2	2171
Gnpda1	0	517
Gnpda2	0	1506
Gnpnat1	0	2186
Gnptab	2	2483
Gnptg	3	3168
Gnrh1	0	189
Gns	3	3367
Golga1	0	800
Golga2	3	4313
Golga5	3	3040
Golga7	3	3903
Golgb1	0	1042
Golim4	0	560
Golm1	0	407
Golm2	0	79
Golph3	0	3616
Golph3l	3	2414
Golt1b	0	1930
Gon4l	0	2527
Gon7	0	2709
Gopc	1	1318
Gorab	0	3827
Gorasp1	2	1879
Gorasp2	3	2561
Gosr1	3	2687
Gosr2	3	3117
Got1	2	13
Got2	2	1580
Gpaa1	3	2444
Gpalpp1	0	951
Gpam	1	224
Gpank1	2	99
Gpat3	3	2180
Gpat4	0	4007
Gpatch1	0	2685
Gpatch11	0	105
Gpatch2	0	1348
Gpatch2l	0	1295
Gpatch3	1	242
Gpatch4	0	170
Gpatch8	0	1955
Gpbp1	2	2456
Gpbp1l1	0	1889
Gpc1	2	53
Gpc2	1	44
Gpc3	2	62
Gpc4	2	1186
Gpc6	0	523
Gpcpd1	2	835
Gpd1	1	1137
Gpd1l	3	2908
Gpd2	2	220
Gper1	1	1
Gphn	3	3346
Gpi	2	1142
Gpihbp1	3	1396
Gpkow	0	2143
Gpm6a	2	3
Gpm6b	0	9
Gpn1	3	3344
Gpn2	0	2668
Gpn3	3	3882
Gpnmb	0	330
Gpr107	1	4147
Gpr108	1	3531
Gpr12	4	9
Bhlha15	4	1
Ccdc77	4	7
Gal3st3	4	5
Gpr132	0	830
Gpr137	2	189
Gpr137b	1	1663
Gpr146	3	2175
Gpr155	2	423
Gpr157	2	558
Gpr160	0	829
Gpr161	1	1194
Gpr171	0	147
Gpr176	0	1832
Gpr180	0	3567
Gpr182	3	223
Gpr183	0	59
Gpr19	2	14
Gpr21	0	96
Gpr34	0	72
Gpr37l1	1	11
Dgkg	6	2
Gpr39	3	152
Gpr4	0	843
Gpr52	4	422
Gpr63	4	76
Gpr65	0	301
Gpr75	3	689
Gpr88	0	943
Gpr89b	1	3306
Gprasp1	0	2300
Gprasp2	1	284
Gprc5b	1	1776
Gprc5c	2	78
Gprin3	0	1375
Gps1	2	2891
Gps2	2	274
Gpsm1	4	13
Gpsm2	0	1
Gpsm3	0	127
Gpt	1	880
Gpt2	2	433
Gpx1	2	350
Gpx4	3	1680
Gpx5	3	396
Gpx7	1	581
Gpx8	3	1616
Gramd1a	1	891
Gramd2b	3	1903
Gramd4	1	1245
Grap	0	34
Grap2	0	1517
Grb10	2	2568
Grb2	3	4225
Greb1l	1	442
Grem2	0	258
Grhl1	0	63
Grhpr	2	1450
Gria2	4	4
Gria3	4	84
Ccdc34	4	1
Grifin	1	28
Grina	3	2786
Gripap1	4	386
Grk2	0	3006
Grk3	0	448
Grk4	4	427
Grk5	0	1098
Grk6	1	1045
Grm6	4	427
Grn	3	2456
Grpel1	3	2507
Grpel2	0	2180
Grsf1	2	2286
Grwd1	1	2249
Gsap	0	1128
Gsc	1	73
Gsdma	4	374
Gsdmd	3	968
Gsdme	1	318
Gse1	0	2232
Gsg1l	1	16
Gsk3a	2	1814
Gsk3b	2	4001
Gskip	0	2586
Gsn	1	634
Gspt1	2	2204
Gspt2	3	95
Gsr	3	2632
Gss	3	1080
Gsta1	3	1524
Gsta2	4	261
Gsta6	3	1088
Gstcd	0	1401
Gstk1	3	1827
Gstm1	3	1177
Gstm2	2	268
Gstm3	2	2
Gstm4	1	972
Gstm6l	2	6
Gsto1	3	897
Gsto2	1	298
Gstp1	3	899
Gstt1	1	23
Gstt2	3	1249
Gstt3	1	1
Gstz1	3	1327
Gtdc1	0	3553
Gtf2a1	3	3952
Gtf2a1l	4	403
Gtf2a2	2	2409
Gtf2b	3	3020
Gtf2e1	0	1338
Gtf2e2	0	2541
Gtf2f1	3	35
Gtf2f2	2	1640
Gtf2h1	0	2827
Gtf2h2	3	3658
Gtf2h3	2	3479
Gtf2h5	3	1998
Gtf2i	1	4335
Gtf2ird1	1	2915
Gtf2ird2	1	1423
Gtf3a	3	2587
Gtf3c1	1	3483
Gtf3c2	1	3096
Gtf3c3	0	1731
Gtf3c4	0	3724
Gtf3c5	3	3220
Gtf3c6	2	2337
Gtpbp1	3	2282
Gtpbp10	3	1696
Gtpbp2	1	665
Gtpbp3	1	1081
Gtpbp4	0	1202
Gtpbp6	1	102
Gtpbp8	2	869
Gucd1	2	2381
Gucy1a1	0	244
Gucy1a2	1	374
Gucy1b1	0	654
Guf1	2	1840
Guk1	3	3020
Gulp1	0	52
Abca8	0	4
Gusb	3	3269
Gvin1	4	22
Gxylt1	0	2170
Gxylt2	1	426
Gyg1	2	766
Gypa	4	5
Gypc	2	1796
Gys1	2	894
Gys2	3	1070
Gzf1	2	2103
Gzmk	3	22
Gzmm	1	13
H19	5	11
H1f0	3	1992
H1f1	0	17
H1f10	3	893
H1f2	3	1470
H1f4	3	1568
H1f5	0	125
H2aj	1	866
H2ax	2	216
H2az1	2	316
H2az2	3	2443
H2bc1	4	201
H2bc18	3	71
H3c1	0	2
H3f3a	3	3167
H4f3	3	376
H6pd	3	2804
Fbxl16	3	1
Habp4	2	399
Hacd1	2	338
Hacd2	3	2254
Hacd3	0	2799
Hacd4	0	1149
Hace1	0	2294
Hacl1	1	2960
Hadh	3	1995
Hadha	3	2068
Hadhb	2	1828
Hagh	3	1819
Hapln3	3	549
Hars1	3	2133
Hars2	2	2210
Haspin	0	1405
Hat1	3	3353
Haus1	0	1994
Haus3	0	297
Haus4	0	1221
Haus5	1	1282
Haus6	0	1295
Cep70	0	12
Haus7	1	833
Haus8	1	105
Hax1	2	1756
Hba-a2	4	6
Ahsp	4	2
Hbb-b1	4	10
Hbegf	0	19
Hbp1	2	3212
Hbs1l	1	2027
Hcar1	3	2380
Hcar2	3	889
Hccs	2	1446
Hcfc1	3	3581
Hcfc1r1	2	1455
Hcfc2	0	2811
Hck	0	238
Hcls1	0	427
Hcn1	0	21
Hcn2	2	240
Hcst	0	16
Hdac1	3	2892
Hdac10	1	1130
Hdac11	1	204
Hdac2	2	1703
Hdac3	0	4026
Hdac4	0	2794
Hdac5	2	600
Hdac6	3	3080
Hdac7	1	218
Hdac8	0	872
Hdac9	2	123
Hdc	0	944
Hddc2	3	1840
Hddc3	2	1361
Hdgf	2	1816
Hdgfl2	0	1082
Hdgfl3	0	1982
Hdhd2	2	1258
Hdhd3	1	536
Hdhd5	2	1273
Hdlbp	2	2681
Hdx	4	88
Heatr1	3	2755
Heatr3	2	1311
Heatr5a	0	3033
Heatr5b	3	4334
Heatr6	0	2610
Hebp1	3	1631
Hebp2	0	369
Heca	2	914
Hectd1	2	2052
Hectd2	2	731
Hectd3	1	1951
Hectd4	1	1986
Heg1	0	1266
Helb	0	3424
Hells	0	619
Helq	0	86
Helz	0	2502
Helz2	1	161
Hemgn	4	48
Hemk1	1	798
Hepacam	6	3
Heph	0	2839
Herc1	0	1320
Herc2	0	1725
Herc3	2	1508
Herc4	0	3480
Herc6	1	15
Herpud1	2	2334
Herpud2	3	3507
Hes1	2	369
Hes2	1	6
Hes6	1	378
Hexa	0	2430
Hexb	2	1283
Hexd	1	469
Hexim1	0	3037
Hexim2	3	1487
Hey1	3	203
Hfe	3	3193
Hgd	1	1
Hgf	0	2043
Hgh1	3	3122
Hgs	3	3650
Hgsnat	1	1492
Hhat	4	170
Hhatl	5	25
Hhex	0	353
Hhipl1	0	67
Hiatl3	3	3723
Hibadh	2	2151
Hibch	3	1351
Hic1	1	384
Hic2	4	320
Hid1	1	193
Hif1a	3	2587
Hif1an	2	243
Higd1a	1	542
Higd2a	1	1653
Hikeshi	2	1447
Hinfp	1	826
Hint2	3	2230
Hint3	2	1951
Hip1	0	657
Hip1r	1	247
Hipk1	0	2548
Hipk3	2	1957
Hipk4	1	17
Hira	1	1262
Hirip3	2	21
Hist1h2ac	0	35
Hist1h2ail1	1	84
Hist1h2ak	0	51
Hist1h2an	0	374
Hist1h2bc	0	35
Hist1h2bq	2	125
Hist1h3b	2	16
Hist1h4m	3	381
Hist2h3c2	3	166
Hist3h2a	3	242
Hivep1	0	2973
Hivep2	0	1134
Hivep3	0	628
Hjv	5	59
Hk1	3	2150
Hk2	2	394
Hlcs	1	1235
Hlf	2	20
Hltf	0	1971
Hlx	0	2268
Hm13	3	3393
Hmbox1	0	2690
Hmbs	3	2118
Hmces	3	2850
Hmg20a	0	3718
Hmg20b	1	1961
Hmga1	2	487
Hmgb1	3	2321
Hmgb2l1	0	112
Hmgb3	0	272
Hmgcl	3	1827
Hmgcr	0	1322
Hmgcs1	3	1005
Hmgn1	3	1212
Hmgn2	3	1279
Hmgn3	2	112
Fanca	4	13
Hmgxb3	1	992
Hmgxb4	0	2930
Hmox1	0	2
Hmox2	3	2730
Hnrnpa0	1	158
Hnrnpa1	3	148
Hnrnpa2b1	0	497
Hnrnpa3	3	2746
Hnrnpab	3	2092
Hnrnpc	0	1391
Hnrnpd	0	204
Hnrnpdl	0	426
Hnrnpf	3	3478
Hnrnph1	0	328
Hnrnph2	3	1581
Hnrnph3	0	153
Hnrnpk	3	3641
Hnrnpl	3	4075
Hnrnpll	3	3908
Hnrnpm	0	1978
Hnrnpr	3	3146
Hnrnpu	0	1134
Hnrnpul1	3	2771
Hnrnpul2	0	1607
Hoga1	1	786
Homer1	2	14
Homer2	3	953
Homer3	0	54
Homez	0	1000
Hook1	2	234
Hook2	4	8
Egr3	4	1
Hopx	0	93
Hoxa1	3	140
Hoxa10	0	351
Hoxa2	1	65
Hoxa3	0	231
Hoxa4	3	1290
Hoxa5	0	2046
Hoxa6	0	953
Hoxa7	3	17
Hoxa9	0	129
Hoxb3	1	24
Hoxb4	0	83
Hoxb2	0	1
Hoxb6	1	1
Hoxb7	0	64
Hoxc10	2	166
Hoxc4	0	171
Hoxc5	1	80
Hoxc6	2	925
Hoxc8	1	372
Hoxc9	1	606
Hoxd4	1	18
Hoxd8	2	1589
Hoxd9	2	916
Hp1bp3	3	4268
Hpcal1	3	1290
Hpf1	3	1345
Hpgd	0	670
Hprt1	3	2782
Hps1	0	1617
Hps3	0	2033
Hps4	1	810
Hps5	4	366
Hps6	2	563
Hpse	0	315
Hpse2	4	129
Hr	1	11
Hras	2	817
Hrc	5	8
Asb11	5	2
Hrct1	0	813
Hrh1	0	466
Hrh3	3	488
Hs1bp3	3	3019
Hs2st1	3	773
Hs3st1	2	38
Hs3st3b1	0	2117
Hs6st1	0	2030
Hsbp1	2	2377
Hscb	0	913
Hsd11b1	4	249
Hsd11b2	1	16
Basp1	1	2
Hsd17b1	4	1
Hsd17b10	3	2753
Hsd17b11	0	3145
Hsd17b12	3	2174
Hsd17b13	1	135
Hsd17b4	3	1933
Hsd17b7	1	694
Hsd17b8	2	1372
Hsd3b7	1	1490
Hsdl1	0	2877
Hsdl2	3	1572
Hsf1	2	1502
Hsf2	2	1577
Hsf4	2	629
Hsh2d	1	3
Hsp90aa1	3	295
Hsp90ab1	2	1363
Hsp90b1	0	1556
Hspa12a	1	393
Hspa12b	1	32
Hspa13	3	4009
Hspa14	0	2421
Hspa2	2	1
Hspa4	2	1914
Hspa5	3	1173
Hspa8	2	922
Hspa9	3	1885
Hspb1	2	1225
Hspb11	0	11
Hspb2	2	711
Hspb3	5	20
Fbp2	5	2
Hspb6	2	9
Hspb7	2	2
Hspa1l	2	2
Hspb8	2	11
Hspbap1	0	1638
Hspbp1	3	1197
Hspd1	3	1244
Hspe1	3	2557
Htatip2	3	538
Htatsf1	2	102
Htr1b	0	10
Htr2b	0	303
Htr7	1	133
Htra1	1	736
Htra2	1	1828
Htra3	3	483
Htra4	4	56
Htt	1	3242
Hus1	0	1090
Huwe1	0	3970
Hvcn1	0	1066
Hyal1	3	7
Hyal2	3	365
Hyal3	0	331
Hydin	1	11
Hyi	3	2474
Hykk	0	623
Hyls1	3	25
Hyou1	3	2975
Hypk	0	199
Iah1	3	1715
Iars1	2	1465
Iars2	3	3343
Iba57	1	755
Ibtk	2	1711
Ica1	0	262
Icam1	0	1889
Icam2	1	440
Ice1	0	1311
Ice2	0	2497
Icmt	3	4040
Icos	0	67
Icoslg	1	215
Id1	3	102
Id2	0	382
Id3	1	7
Id4	0	53
Ide	2	1345
Idh1	3	1724
Idh2	2	1097
Idh3a	2	864
Idh3b	2	1275
Idh3g	2	1811
Idi1	3	29
Idnk	1	348
Ids	0	3552
Idua	1	1632
Ier2	1	197
Ier5	0	963
Iffo1	1	800
Ifi27	1	944
Ifi27l2b	1	7
Ifi30	0	1877
Ifi35	1	545
Ifi44	1	81
Ifi44l	3	100
Ifi47	3	91
Ifih1	0	148
Ifit1	0	27
Ifit1bl	0	15
Ifit2	0	139
Ifit3	1	31
Ifitm1	0	781
Ifitm2	3	1291
Ifitm3	3	1909
Ifnar1	3	3751
Ifnar2	0	2827
Ifngr1	0	1999
Ifngr2	0	3925
Ifnlr1	0	12
Ifrd1	0	860
Ifrd2	2	190
Ift122	0	1422
Ift140	1	1577
Ift20	3	996
Ift22	0	369
Ift27	3	177
Ift43	0	14
Ift46	3	3544
Ift52	1	2849
Ift57	4	298
Ift74	0	390
Ift80	0	2468
Ift81	0	1362
Ift88	0	276
Iftap	2	97
Igbp1	2	2246
Igdcc4	2	29
Igf1	0	156
Igf1r	0	2156
Igf2r	2	786
Igfbp3	0	226
Igfbp4	1	424
Igfbp5	0	38
Igfbp6	1	34
Igfbp7	3	1294
Igflr1	4	6
Igfn1	5	11
Ighg1	3	1
Ighm	3	29
Ighmbp2	2	822
Igsf10	0	643
Igsf11	6	3
Igsf3	0	319
Igsf6	0	701
Igsf8	1	1003
Igsf9	4	443
Igtp	4	64
Ikbip	3	926
Ikbkb	0	2271
Ikbke	1	888
Ikbkg	1	2312
Ikzf1	0	612
Ikzf2	2	124
Ikzf3	4	66
Ikzf4	3	2025
Ikzf5	2	842
Il10	0	51
Il10ra	0	685
Il11ra1	1	1240
Il13ra1	0	1263
Il15	0	593
Il15ra	4	19
Il16	0	65
Il17ra	0	1900
Il17rc	1	25
Igdcc3	1	1
Il17rd	0	1136
Il17re	3	141
Il18	0	301
Il18bp	3	240
Il18r1	4	72
Il18rap	4	35
Il1b	0	63
Il1r1	0	1940
Il1r2	0	447
Il1rap	3	2356
Il1rl1	0	152
Il1rn	0	3
Il20rb	1	881
Il21r	4	110
Il22ra2	4	8
Il2ra	0	89
Il2rb	4	61
Il2rg	0	300
Il31ra	0	516
Il33	0	946
Il34	1	108
Il36rn	4	4
Il3ra	1	398
Il4r	0	2106
Il6	4	55
Il6r	0	1656
Il6st	0	2631
Il7	0	56
Il7r	0	43
Ildr1	4	358
Ilf2	3	3268
Ilf3	0	3717
Ilk	1	3425
Ilkap	0	343
Ilrun	2	900
Ilvbl	3	1155
Immp1l	2	735
Immp2l	0	133
Immt	3	2642
Imp4	3	2530
Impa1	3	3064
Impa2	1	519
Impact	0	2553
Impdh1	1	1111
Impdh2	3	2622
Incenp	0	75
Inf2	1	327
Ing1	3	2508
Ing2	0	362
Ing3	3	2296
Ing4	2	1068
Ing5	0	797
Inhbb	4	60
Inip	0	2437
Inka1	2	1
Inmt	3	1180
Ino80	0	2202
Ino80b	3	1219
Ino80c	2	2316
Ino80d	0	2224
Ino80e	3	1534
Inpp1	1	334
Inpp4a	1	100
Inpp4b	1	39
Inpp5a	1	2170
Inpp5b	0	626
Inpp5d	0	1593
Inpp5e	0	2318
Inpp5f	1	894
Inpp5k	3	2917
Inppl1	2	1209
Insig1	1	168
Insig2	2	3287
Insr	3	3350
Insyn1	1	176
Ints1	1	2130
Ints10	1	2571
Ints11	3	3123
Ints12	2	2117
Ints13	0	1148
Ints14	3	3455
Ints2	1	1645
Ints3	1	2226
Ints4	3	3357
Ints5	1	2907
Ints6	0	2133
Ints6l	0	143
Ints7	1	3442
Ints8	1	702
Ints9	0	3704
Invs	0	2536
Ip6k2	1	301
Ip6k3	5	8
Ipcef1	0	109
Ipmk	0	1085
Ipo13	2	1203
Ipo4	3	2326
Ipo5	2	2326
Ipo7	2	1131
Ipo9	0	1837
Ipp	2	2572
Ippk	1	182
Iqcb1	2	688
Iqcd	3	3959
Iqce	1	886
Iqck	1	5
Iqgap1	0	2196
Iqgap2	3	229
Iqsec1	1	1799
Iqsec2	2	1131
Irag1	0	31
Irag2	0	13
Irak1	3	2832
Irak1bp1	2	533
Irak2	0	308
Irak3	0	2697
Irak4	0	2180
Ireb2	2	3467
Irf1	4	31
Irf2	0	2559
Irf2bp1	1	675
Irf2bp2	2	2546
Irf2bpl	2	311
Irf3	1	441
Irf5	0	1369
Irf6	1	1
Irf7	1	10
Irf8	0	82
Irf9	3	874
Irgm	3	174
Irgq	1	1068
Irs1	2	1295
Irs2	2	133
Irs3	1	444
Isca1	2	2221
Isca2	3	2162
Iscu	3	1777
Isg20l2	0	1845
Islr	2	23
Isoc1	3	2905
Isoc2a	3	1795
Isoc2b	3	2269
Ist1	0	4008
Isy1	1	932
Isyna1	1	312
Itch	3	4099
Itfg1	1	1157
Itfg2	0	606
Itga1	0	2996
Itga11	0	231
Itga2b	1	44
Itga3	1	60
Itga4	2	83
Itga5	1	1015
Itga6	3	1324
Itga7	1	1050
Itga8	6	5
Dgkb	6	2
Itga9	1	1
Itgae	1	693
Itgal	0	239
Itgam	0	560
Itgav	0	2334
Itgax	0	63
Itgb1	0	3849
Itgb1bp1	1	1519
Itgb1bp2	2	119
Itgb2	0	1110
Itgb3	0	1219
Itgb3bp	0	20
Itgb5	0	1881
Itgb6	5	6
Itgb7	0	133
Itgb8	6	18
Itgbl1	0	42
Itk	4	44
Camk4	4	5
Itm2a	2	242
Itm2b	3	2509
Itm2c	1	2315
Itpa	1	1226
Itpk1	1	1380
Itpkb	1	1154
Itpkc	0	43
Itpr1	0	1112
Itpr2	1	1419
Itpr3	1	272
Itprid2	1	1251
Itprip	0	247
Itpripl1	0	1517
Itpripl2	0	1958
Itsn1	0	526
Itsn2	0	1848
Ivd	3	1378
Ivns1abp	0	1686
Iws1	0	170
Izumo4	1	874
Jade1	0	3675
Jade2	3	592
Jade3	0	3149
Jag1	0	2215
Jagn1	3	2522
Jak1	0	3719
Jak2	0	2919
Jak3	0	128
Jakmip2	0	423
Jam2	0	982
Jam3	3	673
Jaml	0	654
Jarid2	3	909
Jazf1	1	986
Jcad	1	692
Jchain	3	2
Jdp2	4	391
Jkamp	3	2650
Jmjd1c	0	1865
Jmjd4	1	9
Jmjd6	1	2379
Jmjd7	1	3
Jmjd8	1	3543
Jmy	0	1160
Josd1	3	3637
Josd2	1	644
Jph1	5	3
Jph2	5	10
Jpt1	3	3077
Jpt2	0	2707
Jrk	1	1141
Jrkl	0	1877
Jsrp1	5	30
Jtb	2	2262
Jun	0	902
Jund	1	10
Jup	1	984
Kank1	0	615
Kank2	1	1052
Kank3	1	95
Kansl1	0	4237
Kansl1l	2	974
Kansl2	2	2759
Kansl3	1	1610
Kars	2	1660
Kat14	2	1069
Kat2a	1	531
Kat2b	2	699
Kat5	3	3952
Kat6a	0	2328
Kat6b	0	3739
Kat7	3	3652
Kat8	2	1514
Katna1	0	3122
Katnal1	0	1223
Katnb1	3	3400
Katnip	0	3070
Kazald1	1	65
Kazn	0	1019
Kbtbd11	1	490
Kbtbd12	2	66
Kbtbd2	0	2128
Kbtbd3	2	442
Kbtbd4	2	2456
Kbtbd7	3	761
Kbtbd8	2	507
Kcmf1	2	696
Kcna1	6	13
Kcna3	4	400
Kcna7	2	411
Kcnab2	0	247
Kcnb1	1	555
Kcnc4	2	112
Inha	2	7
Kcnd1	4	583
Kcnd3	0	363
Kcne4	0	1675
Kcng2	1	16
Kcnh2	1	97
Kcnip1	1	7
Kcnip2	3	950
Kcnip3	0	20
Kcnj1	4	112
Kcnj11	5	21
Kcnj12	5	17
Kcnj14	4	150
Kcnj15	4	9
Kcnj16	4	314
Kcnj2	2	34
Kcnj5	4	389
Kcnj6	4	159
Kcnj8	3	1171
Kcnk13	0	150
Kcnk18	4	20
Kcnk3	3	1087
Kcnk6	0	1499
Kcnma1	5	14
Igf2	5	2
Kcnmb1	6	7
Kcnn3	3	1341
Kcnq1	1	12
Kcnq4	2	6
Carns1	2	3
Kcnq5	2	116
Kcns3	0	74
Kcnt2	0	297
Kcnv1	4	212
Bmp5	4	1
Kctd1	0	7
Kctd10	1	851
Kctd11	4	125
AABR07066379.1	4	1
Kctd12	0	2171
Kctd12b	3	782
Kctd13	3	985
Kctd14	3	875
Kctd15	2	55
Kctd17	1	510
Kctd18	0	1051
Kctd2	1	609
Kctd20	0	3879
Kctd21	0	580
Kctd3	1	2285
Kctd5	1	2621
Kctd6	1	957
Kctd7	1	208
Kctd9	0	980
Kdelr1	1	4069
Kdelr2	3	3977
Kdelr3	1	774
Kdm1a	0	3549
Kdm1b	2	1543
Kdm2a	0	133
Kdm2b	0	3451
Kdm3a	0	1976
Kdm3b	0	3235
Kdm4a	1	3670
Kdm4b	1	1571
Kdm4c	0	1633
Kdm4d	4	55
Kdm5a	0	2626
Kdm5b	0	3920
Kdm5c	1	3748
Kdm6a	0	3498
Kdm6b	1	159
Kdm7a	2	677
Kdm8	2	540
Kdr	3	821
Kdsr	3	2968
Keap1	1	2070
Khdc4	0	1327
Khdrbs1	3	3076
Khdrbs3	1	180
Khk	3	21
Khnyn	1	537
Khsrp	3	2671
Kiaa0408L	2	392
Kics2	3	3129
Kidins220	0	3086
Kif13a	2	1902
Kif13b	0	1784
Kif16b	2	315
Kif18b	1	99
Kif19	4	133
Kif1c	2	539
Kif21a	2	22
Aldh1a1	2	1
Kif21b	0	109
Kif26a	1	68
Grik5	1	3
Kif2a	0	2476
Kif3a	0	187
Kif3b	0	2307
Kif3c	0	96
Kif5a	0	1
Kif5b	2	870
Kif7	4	13
Kif9	4	83
Kifap3	0	2751
Kifbp	2	903
Kifc1	1	47
Kifc2	1	293
Kifc3	1	391
Kin	0	155
Kirrel1	1	1855
Kirrel3	3	222
Kit	0	1121
Kitlg	0	1434
Kiz	3	317
Klb	1	645
Klc1	2	161
Klc2	2	1676
Klc4	1	1533
Klf10	2	135
Klf11	0	1300
Klf12	0	31
Klf13	1	712
Klf14	1	117
Klf15	3	2431
Klf16	1	686
Klf2	1	43
Klf3	0	1691
Klf4	1	364
Klf5	2	7
Klf6	0	1995
Klf7	0	623
Klf9	3	2191
Klhdc1	2	55
Klhdc10	3	2944
Klhdc2	2	2272
Klhdc3	2	1829
Klhdc7a	1	26
Klhdc8b	1	9
Klhl11	0	2494
Klhl12	4	747
Klhl13	0	816
Klhl15	0	2798
Klhl17	1	23
Klhl18	0	2946
Klhl2	0	1735
Klhl20	0	1976
Klhl21	2	1523
Klhl22	2	1987
Klhl23	2	176
Klhl24	2	1945
Klhl25	1	720
Klhl26	1	1910
Klhl28	2	539
Klhl3	0	51
Klhl30	5	7
Klhl31	5	29
Klhl33	5	12
Klhl36	1	175
Klhl38	2	64
Klhl4	3	547
Klhl40	5	14
Klhl41	5	37
Klhl42	1	1402
Klhl5	0	1654
Klhl6	0	312
Klhl7	2	1116
Klhl8	2	271
Klk5	4	50
Klra2	0	366
Klrb1a	0	48
Klrc1	1	1
Klrc3	4	13
Klrd1	4	11
Klrg2	1	413
Klrk1	4	28
Kmt2a	0	2675
Kmt2b	1	920
Kmt2c	0	3227
Kmt2d	0	1631
Kmt2e	0	1220
Kmt5a	1	318
Kmt5b	0	3576
Kmt5c	4	72
Knop1	0	4290
Kpna1	2	638
Kpna2	3	780
Kpna3	2	417
Kpna4	2	840
Kpna5	0	93
Kpna6	3	2410
Kpnb1	1	1676
Krba1	1	1228
Krcc1	3	2906
Kremen1	2	157
Kri1	0	263
Krit1	0	1692
Krr1	3	3011
Krt80	1	18
Krtcap2	3	2556
Ksr1	2	85
Kti12	0	2747
Ktn1	2	271
Kxd1	3	2902
Ky	5	51
Kyat1	3	423
Kyat3	3	1148
L2hgdh	1	57
L3hypdh	1	164
L3mbtl2	1	1577
L3mbtl3	0	3322
Lacc1	0	776
Lactb	3	3792
Lactb2	3	2136
Gins1	3	3
Lama1	4	328
Lama2	0	975
Lama3	1	4
Lama4	1	1604
Lama5	1	21
Lamb1	3	2593
Lamb2	1	447
Lamc1	0	1259
Lamc3	1	160
Lamp1	3	2392
Lamp2	3	2820
Lamtor1	3	2754
Lamtor2	2	1890
Lamtor3	3	3562
Lamtor4	1	1343
Lamtor5	3	3016
Lancl1	2	2428
Lancl2	3	2855
Lap3	3	2495
Laptm4a	3	3554
Laptm4b	3	3818
Laptm5	0	1342
Large1	2	639
Larp1	2	2336
Larp1b	2	99
Larp4	3	3578
Larp4b	1	2304
Larp6	1	52
Larp7	3	127
Lars1	2	2029
Lars2	1	2419
Las1l	1	249
Lasp1	1	1380
Lat	0	44
Hist1h2bg	0	1
Lat2	0	535
Lats1	0	2790
Lats2	0	3418
Lax1	0	4
Layn	3	403
Lbh	1	253
Lbx1	5	5
Lcat	1	36
Lck	4	49
Lclat1	2	188
Lcmt1	1	2828
Lcmt2	1	756
