	cluster	degree
Heph	1	2404
Herc1	2	153
Herc2	4	14
Herc3	4	7
Herc4	0	2160
Herc6	1	134
Herpud1	0	1787
Herpud2	0	1410
Hes1	4	24
Hexa	3	2312
Hexb	1	261
Hexd	2	186
Ccnb2	2	4
Hexim2	0	171
Hey1	1	329
Heyl	1	277
Hfe	1	15
Hgh1	2	421
Hgs	0	1857
Hgsnat	1	2812
Hhatl	4	167
Hhex	1	2123
Hiatl3	1	3116
Hibadh	0	1048
Hibch	0	894
Hic1	1	1213
Hic2	2	854
Hid1	1	709
Hif1a	1	2665
Hif1an	4	101
Higd1a	4	5
Higd2a	0	42
Hikeshi	0	147
AABR07071000.1	0	3
Hinfp	2	1735
Hint2	0	83
Hint3	0	184
Hip1r	0	1167
Hipk1	2	199
Hipk3	0	429
Hira	2	150
Hirip3	0	500
Cptp	0	4
Hist1h2ac	1	79
Hist1h2af	1	11
Hist1h2ail1	1	16
Hist1h2ak	1	186
Hist1h2an	1	1516
Hist1h2bg	1	10
Hist1h2bo	3	76
Hist1h2bq	0	1012
Hist1h3b	3	39
Hist1h4m	1	8
Cd5	1	2
Hist2h3c2	3	1058
Hist3h2a	0	376
Hivep1	1	84
Hivep2	0	81
Hjv	4	50
Hk1	1	2150
Hk2	2	1
Hlcs	4	3
Hlf	4	10
Hltf	1	3114
Hlx	1	1539
Hm13	3	3260
Hmbox1	0	1208
Hmbs	0	753
Hmces	1	2529
Hmg20a	2	806
Hmg20b	0	2313
Hmga1	0	1262
Hmgb1	0	22
Hmgb2l1	1	721
Hmgb3	3	4
Hmgcl	3	67
Hmgcr	1	2225
Hmgcs1	4	7
Hmgn1	1	2433
Hmgn2	3	383
Hmgn3	2	22
Hmgxb3	1	569
Hmgxb4	3	1974
Hmmr	1	23
Hmox1	1	1697
Hmox2	3	328
Hnrnpa0	1	149
Hnrnpa1	2	1663
Hnrnpa2b1	0	55
Hnrnpa3	2	2141
Hnrnpab	0	1888
Hnrnpc	0	1901
Hnrnpd	2	1021
Hnrnpdl	0	1567
Hnrnpf	3	2839
Hnrnph1	1	133
Ap5s1	4	4
Hnrnph2	3	2296
Hnrnph3	0	77
Hnrnpk	2	3544
Hnrnpl	1	2262
Hnrnpll	0	1422
Hnrnpm	2	1086
Hnrnpr	0	2608
Hnrnpu	2	1991
Hnrnpul1	0	2338
Hnrnpul2	3	483
Hoga1	0	52
Homer1	4	102
Homer2	0	103
Homer3	3	1254
Hook1	0	110
Hook2	0	317
Hopx	1	76
Dok4	1	5
Hoxa10	0	845
Hoxa13	4	9
Hoxa11	4	1
Hoxa3	2	31
Hoxa5	2	75
Hoxa6	0	6
Hoxa7	0	364
Hoxa9	4	7
Hoxc10	0	107
Hoxc8	2	3
Hoxc9	0	3
Hoxd10	4	22
Fmn1	4	6
Hoxd8	4	29
Hoxd9	4	24
Hp	5	34
Hp1bp3	0	2678
Hpcal1	1	2200
Hpd	5	5
Hpf1	4	4
Ap1s2	4	1
Gpx1	4	3
Hpgd	1	1029
Hpgds	1	1126
Hpn	4	3
Bcorl1	4	2
Hprt1	0	1056
Hps1	2	526
Hps3	1	2573
Hps4	2	57
Hps5	2	519
Hps6	4	9
Hpse	1	2018
Hpx	5	31
Hr	1	5
Hras	4	153
Hrc	4	8
Ccdc122	4	1
Hrct1	1	1443
Hs1bp3	1	1467
Hs2st1	2	55
Hs3st5	4	53
Hs6st1	3	250
Hs6st2	1	23
Hsbp1	0	599
Hscb	3	1234
Hsd11b1	2	1630
Hsd17b10	0	984
Hsd17b11	1	3299
Hsd17b12	1	2518
Hsd17b4	3	474
Hsd17b7	2	66
Hsd17b8	0	646
Hsd3b7	1	1279
Hsdl1	0	1322
Hsdl2	0	94
Hsf1	0	1295
Hsf2	0	941
Hsf4	0	1340
Hsh2d	1	4
Hsp90aa1	3	1297
Hsp90ab1	0	1448
Hsp90b1	3	2883
Hspa12a	1	152
Hspa12b	1	242
Hspa13	3	1529
Hspa14	1	1090
Hspa2	1	20
Hspa4	0	1277
Hspa5	1	1682
Hspa8	0	28
Hspa9	0	507
Hspb1	0	25
Hspb11	3	99
Hspb2	0	45
Hspb3	0	212
Hspb6	4	3
Hspb7	0	121
Hspb8	0	238
Borcs6	0	4
Hspbap1	2	816
Hspbp1	2	664
Hspd1	0	10
Hspe1	0	1229
Hsph1	0	42
Chordc1	0	2
Htatip2	0	979
Htatsf1	0	612
Htr1b	1	370
Htra1	1	2155
Htra2	2	928
Htra3	1	1308
Htra4	2	443
Htt	2	1193
Hus1	2	1715
Huwe1	0	760
Hvcn1	1	2250
Hyal1	3	5
Hyal2	1	1788
Hyal3	1	57
Hyi	0	401
Hyls1	2	30
Hyou1	3	2594
Hypk	3	31
Iah1	2	2021
Iars1	0	1031
Iars2	0	1210
Iba57	4	3
Ibtk	4	104
Ica1	1	1122
Icam1	1	1552
Icam2	1	1830
Ice1	2	1027
Ice2	3	1017
Icmt	0	1572
Icos	3	8
Icoslg	1	2281
Id1	1	328
Id2	1	588
Id3	1	856
Id4	1	150
Ide	0	1330
Idh1	1	1680
Idh2	0	99
Idh3a	4	100
Idh3b	4	36
Idh3g	4	34
Idi1	3	1161
Idnk	1	18
Idua	2	1665
Ier2	1	1205
Ier3	0	1
Ier5	2	536
Ier5l	1	2285
Iffo1	2	905
Ifi27	3	41
Ap2s1	3	5
Ifi27l2b	3	180
Ifi30	1	2742
Ifi35	3	116
Ifi44	3	110
Ifi44l	1	760
Ifi47	1	135
Ifih1	2	61
Ifit1	2	777
Ifit2	1	1696
Ifit3	3	45
Ifitm1	1	2195
Ifitm10	4	8
Ifitm2	1	2263
Ifitm3	1	2502
Ifnar1	1	3318
Ifnar2	1	3205
Ifngr1	1	3365
Ifngr2	2	1023
Ifrd1	2	43
Ifrd2	0	597
Ift122	2	1308
Ift140	2	1730
Ift20	3	1241
Ift22	1	52
Ift43	0	38
Ift46	2	1244
Ift52	0	2183
Ift57	0	1134
Ift74	1	70
Ift80	1	1538
Ift81	2	173
Ift88	2	851
Iftap	4	2
Igbp1	0	635
Igdcc4	0	122
Igf1	1	2445
Igf1r	2	1171
Igf2	4	42
Igf2bp2	0	911
Igf2r	0	951
Igfbp3	1	2698
Igfbp4	1	1850
Igfbp5	1	17
Igfbp6	1	455
Igfbp7	1	2476
Igfn1	0	85
Ighg1	1	6
Ighm	1	36
Ighmbp2	0	22
Igsf1	4	2
Igsf3	1	594
Igsf6	1	1672
Igsf8	1	2261
Igtp	3	16
Calhm6	3	2
Gbp1	3	2
Ikbip	1	1622
Ikbkb	0	1045
Ikbke	1	2252
Ikbkg	1	1513
Ikzf1	1	2275
Ikzf2	2	6
Ikzf3	1	123
Ikzf4	0	824
Ikzf5	0	995
Il10ra	1	1866
Il11ra1	0	21
Il13ra1	1	1237
Il15	0	91
Il15ra	2	212
Il16	1	1877
Il17ra	1	2764
Il17rc	2	544
Il17re	1	450
Il18	1	731
Il18bp	2	343
Il1r1	1	2172
Il1r2	1	927
Il1rap	1	1666
Il1rl1	1	1648
Il1rn	2	140
Il20rb	1	626
Il21r	2	325
Il22ra2	2	64
Il2rb	4	24
Il2rg	1	2088
Il33	1	1680
Il34	1	1430
Il3ra	1	2015
Il4r	2	1499
Il6	2	122
Il6r	2	2111
Il6st	1	3052
Il7r	1	1664
Ildr1	2	174
Ilf2	2	1898
Ilf3	0	2460
Ilk	3	2330
Ilkap	0	1919
Ilrun	4	80
Ilvbl	1	2163
Immp1l	0	57
Immp2l	0	1
Immt	0	1
Imp4	3	230
Impa1	1	52
Impact	2	1480
Impdh1	1	1296
Impdh2	0	1374
Incenp	2	565
Inf2	1	2359
Ing1	0	200
Ing3	1	1405
Ing4	3	265
Ing5	3	1860
Inha	4	16
Inhbb	1	1000
Inip	1	2609
Inka1	4	17
Exosc3	4	4
Inka2	1	37
Inmt	1	1400
Ino80	0	1462
Ino80b	3	2292
Ino80c	0	790
Ino80d	2	1291
Ino80e	0	22
Inpp1	2	1254
Inpp4a	2	984
Inpp4b	1	11
Inpp5a	0	84
Inpp5b	2	1892
Inpp5d	1	2531
Inpp5e	2	1662
Inpp5f	3	1783
Inpp5k	3	2226
Inppl1	4	50
Ctnnbip1	4	3
Insig1	1	2226
Insig2	0	377
Insr	0	711
Ints1	0	1060
Ints10	3	1448
Ints11	3	2111
Ints12	0	956
Ints13	3	969
Ints14	0	1358
Ints2	2	27
Ints3	3	667
Ints4	0	1921
Ints5	2	1861
Ints6	1	2851
Ints6l	2	503
Ints7	2	912
Ints8	2	1539
Ints9	2	1598
Ip6k2	2	673
Ip6k3	0	161
Ipmk	0	471
Ipo13	0	993
Ipo4	0	1568
Ipo5	0	1424
Ipo7	0	1192
Ipo9	2	2717
Ipp	0	1790
Ippk	2	57
Iqcb1	0	618
Iqcc	4	6
Iqcd	2	3089
Iqce	3	325
Iqcg	4	64
Iqgap1	1	3346
Iqgap2	1	1227
Iqsec2	4	4
Iqub	0	3
Irag1	1	1620
Irag2	1	984
Irak1	0	1471
Irak1bp1	0	350
Irak2	2	1134
Irak3	1	2979
Irak4	1	1498
Ireb2	3	1187
Irf1	1	96
Irf2	2	2109
Irf2bp1	4	16
Irf2bp2	4	16
Irf2bpl	4	41
Irf3	2	1896
Irf4	1	1619
Irf5	1	2280
Irf7	1	510
Irf8	1	1227
Irf9	1	1247
Irgm	3	18
Irgq	2	258
Irs1	4	19
Irs2	4	22
Gadd45b	4	2
Irs3	1	1816
Irx3	4	4
Irx5	4	8
Ca3	4	5
Crocc	4	2
Isca1	4	25
Gnas	4	3
Isca2	0	702
Isca2-ps1	1	19
Iscu	0	989
Isg15	3	13
Isg20	2	174
Isg20l2	2	2409
Islr	1	311
Isoc2a	0	20
Ist1	2	2709
Isy1	1	306
Armcx6	2	5
Isyna1	1	2057
Itch	2	1203
Itfg1	2	1266
Itfg2	2	398
Itga1	1	1042
Itga11	1	271
Itga3	1	433
Itga4	4	12
Itga5	1	2236
Itga6	1	945
Itga7	0	227
Itga9	1	1997
Itgae	4	5
Itgal	1	1143
Itgam	1	2049
Itgav	1	3003
Itgb1	1	2354
Itgb1bp1	0	967
Itgb1bp2	4	42
Itgb2	1	1996
Itgb3	1	1918
Itgb3bp	2	102
Itgb4	1	1108
Itgb5	1	551
Itgb6	0	137
Itgb7	1	542
Itgbl1	1	1389
Itih3	5	34
Itih4	5	34
Itk	1	12
Itm2a	4	12
Itm2b	1	3295
Itm2c	1	2258
Itpa	3	184
Itpk1	3	1311
Itpkb	1	935
Itpkc	2	943
Itpr1	2	915
Itpr2	1	1684
Itpr3	1	2031
Itprid2	2	1070
Itprip	1	2067
Itpripl1	1	2183
Itpripl2	1	2724
Itsn1	0	98
Itsn2	2	2598
Ivd	0	505
Ivns1abp	0	41
Iws1	2	25
Izumo4	1	560
Jade1	0	19
Jade2	2	1374
Jag1	1	1453
Jag2	4	41
Jagn1	0	1729
Jak1	0	2801
Jak2	3	1753
Jak3	1	1471
Jam2	1	1351
Jam3	1	594
Jarid2	2	544
Jcad	1	550
Jchain	2	96
Jdp2	1	2574
Jkamp	3	380
Jmjd1c	2	2110
Jmjd6	0	1097
Jmjd7	2	70
Jmjd8	1	2026
Jmy	2	565
Josd1	1	2335
Josd2	4	21
Jph1	4	62
Jph2	4	124
Jpt1	3	1909
Jpt2	0	775
Jrk	1	1452
Jrkl	1	1805
Jsrp1	4	19
Jtb	0	798
Jun	0	197
Jund	1	1789
Jup	0	1101
Kalrn	0	9
Kank1	0	127
Kank2	1	531
Kank3	1	983
Kansl1	2	1798
Kansl1l	0	729
Kansl2	0	747
Kansl3	3	3
Kars	0	1148
Kat14	0	475
Kat2a	2	2480
Kat2b	4	39
Kat5	0	1959
Kat6a	2	445
Kat6b	2	75
Kat7	0	1906
Kat8	0	298
Katna1	0	957
Katnal1	0	228
Katnb1	0	1087
Katnip	2	1696
Kazald1	1	179
Ccna2	1	5
Kazn	1	1315
Kbtbd11	1	1831
Kbtbd12	0	134
Kbtbd2	0	2052
Kbtbd3	0	1
Kbtbd4	0	664
Kbtbd7	1	716
Kbtbd8	3	466
Kcmf1	0	1292
Kcna5	1	9
Kcna7	0	528
Kcnab2	1	1400
Kcnb1	4	20
Dapk2	4	2
Kcnc4	4	5
Kcne4	1	974
Kcnh2	4	71
Kcnip3	2	44
Kcnj11	4	11
Kcnj12	0	32
Kcnj2	0	43
Kcnj8	1	459
Kcnk3	1	157
Kcnk6	1	2440
Kcnma1	0	6
Kcnn1	0	730
Kcnn3	0	1237
Kcnq4	4	8
Kcnq5	0	240
Kctd1	2	783
Kctd10	1	2419
Kctd11	1	1334
Kctd12	1	3518
Kctd13	3	312
Kctd14	1	1016
Kctd15	4	102
Kctd17	1	1505
Kctd18	3	628
Kctd2	0	68
Kctd20	3	2594
Kctd21	3	13
Kctd3	1	190
Kctd5	1	911
Kctd6	2	32
Kctd7	0	1
Kctd9	0	1068
Kdelr1	0	2162
Kdelr2	3	2785
Kdelr3	1	1633
Kdm1a	2	1099
Kdm1b	0	190
Kdm2a	2	1182
Kdm3a	0	738
Kdm3b	0	1534
Kdm4a	2	1030
Kdm4b	2	738
Kdm4c	2	1232
Kdm5a	2	2681
Kdm5b	2	1754
Kdm5c	2	1765
Kdm6a	2	1474
Kdm6b	2	21
Kdm7a	0	337
Kdm8	4	21
Kdr	1	561
Kdsr	1	250
Keap1	0	1458
Khdc4	2	1092
Khdrbs1	0	2695
Khdrbs3	1	640
Khk	2	2
Khnyn	2	1169
Khsrp	0	2662
Kiaa0408L	0	571
Kics2	1	1752
Kidins220	2	2983
Kif13a	4	20
Kif13b	2	1874
Kif16b	0	1508
Kif18b	2	3
Kif1c	4	17
Col22a1	4	2
Kif21b	1	178
Kif26a	1	193
Kif2a	1	429
Kif3a	3	1018
Kif3b	1	2842
Kif3c	0	160
Kif5a	4	11
Akr1b1	4	4
Kif5b	0	856
Kifap3	0	993
Kifbp	0	82
Kifc1	1	190
Kifc2	2	2
Kifc3	0	264
Kin	3	215
Kirrel1	1	2303
Kit	1	2393
Kitlg	1	1260
Kiz	0	1257
Klc1	0	66
Klc2	0	240
Klc4	0	23
Alpl	0	1
Klf10	4	17
Klf11	1	864
Klf12	0	376
Klf13	2	124
Klf15	0	751
Klf16	1	890
Klf2	1	693
Klf3	1	2955
Klf4	4	30
Klf5	1	3
Klf6	1	2814
Klf7	1	2352
Klf9	0	1336
Klhdc1	0	55
Klhdc10	0	479
Klhdc2	0	540
Klhdc3	0	9
Klhl11	1	2585
Klhl12	0	133
Klhl13	4	5
Apobec2	4	3
Crybg3	4	2
Klhl15	1	2496
Klhl17	2	47
Klhl18	2	1537
Klhl2	1	1301
Klhl20	2	652
Klhl21	4	11
Klhl22	0	1330
Klhl23	4	60
Klhl24	0	152
Klhl25	1	217
Klhl26	2	457
Klhl28	2	30
Klhl29	0	45
Klhl3	2	280
Klhl30	4	6
Klhl31	4	59
Klhl33	4	37
Gpcpd1	4	2
Klhl34	4	33
Klhl38	0	72
Klhl40	0	447
Klhl41	0	624
Klhl42	1	2073
Klhl5	1	2089
Klhl6	3	2
Klhl7	0	708
Klhl8	0	1271
Klk5	2	29
Klra2	1	1807
Klrk1	1	239
Kmt2a	2	943
Kmt2b	2	1781
Kmt2c	2	516
Kmt2d	2	26
Kmt2e	2	2302
Kmt5a	4	6
Kmt5b	3	1309
Kmt5c	2	1014
Kng1	5	20
Kng2l1	5	29
Knop1	3	2129
Kpna1	0	1160
Kpna2	3	1329
Kpna3	0	1354
Kpna4	0	358
Kpna5	0	404
Kpna6	0	1201
Kpnb1	0	2532
Krcc1	0	1441
Kremen1	0	38
Kri1	3	1813
Krit1	0	2049
Krr1	3	1836
Krtcap2	3	1976
Ksr1	4	13
Dnajb5	4	3
Kti12	0	1776
Ktn1	0	909
Kxd1	0	1490
Ky	4	67
Kyat1	4	1
Ddit4l	4	2
Kyat3	0	2
L3mbtl2	2	2518
L3mbtl3	1	251
Lacc1	1	2165
Lactb	0	63
Lactb2	0	1109
Lama2	1	161
Lama3	4	7
Lama4	1	2457
Lama5	1	716
Lamb1	1	1600
Lamb2	1	24
Hmcn2	1	3
Lamc1	1	729
Lamc3	1	323
Lamp1	0	618
Lamp2	3	3301
Lamtor1	0	1023
Lamtor2	0	273
Lamtor3	0	1481
Lamtor4	0	23
Lamtor5	0	248
Lancl1	0	1
Lancl2	3	342
Lap3	0	899
Laptm4a	0	798
Laptm4b	3	1144
Laptm5	1	2298
Larp1	0	1251
Larp1b	4	51
Larp4	3	1330
Larp4b	2	461
Larp6	1	776
Larp7	3	179
Lars1	0	1321
Lars2	2	14
Las1l	2	1029
Lasp1	1	2319
Lat	1	50
Lat2	1	1242
Lats1	2	3185
Lats2	1	265
Lax1	2	27
Lbh	1	1544
Lbp	1	595
Hmgcs2	1	1
Lbx1	4	29
Armcx3	4	2
Lcat	2	44
Lck	2	432
Lclat1	0	857
Lcmt1	0	515
Lcmt2	1	1448
Lcn2	1	698
Lcor	4	4
Lcorl	2	807
Lcp1	1	2711
Lcp2	1	2010
Ldah	2	2369
Ldb1	2	2495
Ldb2	1	1434
Ldb3	4	49
Ldha	4	146
Ldhb	4	46
Ldhd	4	48
Ldlr	4	10
Ldlrad3	1	2121
Ldlrad4	1	1537
Ldlrap1	1	1385
Lef1	2	4
Lekr1	2	176
Lemd3	2	1684
Leng1	3	128
Leng8	2	593
Leo1	1	179
Lep	1	1356
Lepr	1	465
Leprot	1	3470
Leprotl1	0	2302
Letm1	3	142
Letm2	0	196
Letmd1	2	1752
Lfng	1	2048
Lgals1	4	27
Ccdc51	4	4
Lgals3	1	2732
Lgals3bp	1	1238
Lgals5	1	3
Lgals8	0	1930
Lgals9	1	1484
Lgalsl	0	30
Lgi1	4	54
Lgi2	4	62
Lgi4	1	47
Lgmn	3	2255
Lgr4	0	133
Lhfpl2	1	1569
Lhfpl6	1	2429
Lhpp	2	67
Lias	0	1016
Lifr	2	394
Iqsec1	2	4
Lig1	1	2772
Lig3	0	1518
Lig4	2	813
Lilrb1	1	1413
Lilrb3	1	4
Lilrb3a	1	2043
Lilrb3l	1	1743
Lilrb4	1	1069
Lima1	1	2725
Limch1	4	39
Limd1	1	1262
Limd2	1	1501
Lime1	2	690
Limk1	1	2709
Limk2	0	2
Lims1	0	267
Lims2	1	1557
Lin37	0	2309
Lin52	0	250
Lin54	0	1738
Lin7c	0	406
Lin9	3	19
Linc00514	0	104
Lins1	0	1111
Lipa	1	608
Lipe	1	1792
Lipg	0	332
Lipt1	2	79
Lipt2	0	216
Litaf	2	1498
Lix1l	1	1194
Llgl1	1	2591
Llgl2	0	18
Lman1	1	1959
Lman2	4	16
Lman2l	0	259
Lmbr1	2	1659
Lmbr1l	2	852
Lmbrd1	3	2169
Lmbrd2	0	1447
Lmcd1	4	58
Lmf1	2	888
Lmln	2	596
Lmna	0	132
Lmnb1	1	114
Lmnb2	1	505
Lmo1	1	860
Lmo2	1	2969
Lmo4	1	66
Lmo7	0	568
Lmod1	4	5
Lmod2	0	223
Lmod3	4	14
Lmtk2	0	469
Lnpep	2	1169
Lnpk	4	76
Lnx2	1	1462
Lonp1	0	160
Lonp2	0	1104
Lonrf1	0	294
Lonrf2	4	7
Ca14	4	1
Lonrf3	0	64
Lox	1	2258
Loxl1	1	1399
Loxl2	1	1416
Loxl3	1	1897
Loxl4	1	650
Lpar1	1	1910
Lpar3	1	8
Lpar6	2	883
Lpcat1	1	2634
Lpcat3	2	1368
Lpcat4	4	1
Lpgat1	1	97
Lpin1	4	7
Lpin2	1	1888
Lpin3	2	410
Lpl	1	56
Fgfrl1	1	1
Lpp	2	97
Lpxn	1	338
Lrat	1	1554
Lrba	0	472
Lrch1	1	2432
Lrch3	2	2521
Lrch4	0	5
Lrfn3	1	5
Lrg1	1	1861
Lrif1	0	1314
Lrig1	4	41
Lrig2	2	1102
Lrig3	1	873
Lrmda	3	139
Lrp1	1	1833
Lrp10	1	2829
Lrp11	0	14
Lrp12	1	1645
Lrp4	0	495
Lrp6	3	1460
Lrpap1	1	2199
Lrpprc	0	20
Lrrc1	1	1371
Lrrc14	1	1903
Lrrc14b	0	60
Lrrc17	1	1948
Lrrc2	0	163
Lrrc20	0	236
Lrrc25	1	1963
Lrrc28	0	226
Lrrc29	2	414
Lrrc30	1	55
Lrrc32	1	1562
Lrrc38	4	23
Lrrc39	4	127
Lrrc3b	4	6
Lrrc40	1	1382
Lrrc41	1	2796
Lrrc42	3	1341
Lrrc45	1	1553
Lrrc47	3	2509
Lrrc49	1	937
Lrrc57	2	284
Lrrc58	0	694
Lrrc59	3	2287
Lrrc61	2	260
Lrrc73	4	22
Ca12	4	2
Lrrc74b	4	3
Lrrc75a	0	34
Lrrc8a	1	2256
Lrrc8b	1	7
Lrrc8c	1	2142
Lrrc8d	1	2897
Lrrcc1	3	50
Lrrfip1	4	43
Lrrfip2	0	1412
Lrrk1	1	2891
Lrrk2	2	11
Klk1b3	2	1
Lrsam1	0	201
Lrwd1	0	1704
Lsamp	4	6
Lsg1	1	1515
Lsm1	3	332
Lsm10	0	2048
Lsm11	1	60
Lsm12	0	237
Lsm14a	0	1244
Lsm14b	4	80
Lsm2	0	705
Lsm3	3	238
Lsm4	0	211
Lsm5	3	6
Lsm6	0	250
Lsm7	3	254
Lsm8	3	372
Lsmem1	4	9
Lsmem2	0	7
Lsp1	1	2695
Lsr	1	397
Lss	2	1362
Lst1	1	236
Lta4h	3	2074
Ltbp1	0	823
Ltbp3	4	11
Ltbp4	1	17
Ltbr	3	1009
Ltc4s	1	31
Ltn1	0	746
Lto1	2	1248
Ltv1	3	1079
Luc7l	2	1986
Luc7l2	2	1001
Luc7l3	2	469
Lum	1	115
Lurap1	0	3
Lurap1l	1	166
Luzp1	1	2068
Lvrn	0	48
Lxn	3	902
Ly49si1	1	438
Ly49si2	1	1315
Ly6c	1	1391
Ly6e	1	2235
Ly86	1	1080
Ly9	2	107
Ly96	1	2819
Lyar	3	1580
Lyc2	0	13
Lyl1	1	2697
Lyn	1	2924
Lynx1	4	19
Lypla1	0	719
Lypla2	2	753
Lyplal1	2	8
Lyrm1	3	83
Lyrm2	0	84
Lyrm4	0	153
Lyrm7	0	72
Lyrm9	0	180
Lysmd1	3	32
Lysmd2	0	1197
Lysmd3	0	453
Lysmd4	3	26
Lyz2	1	2103
Lztfl1	0	670
Lztr1	0	321
Lzts2	1	94
M6pr	3	3032
Mab21l1	4	2
Macf1	1	1909
Macir	4	34
Maco1	3	2003
Macrod1	4	115
Macroh2a1	2	986
Mad1l1	3	1843
Mad2l1	1	606
Mad2l1bp	3	519
Mad2l2	0	896
Madd	4	3
Maea	0	627
Maf	4	43
Maf1	0	1084
Mafa	4	67
Mafb	1	62
Maff	4	43
Mafg	0	738
Maged1	3	504
Magi1	0	2
Magi3	1	1852
Magix	4	5
Magoh	3	1019
Magohb	1	1037
Magt1	2	1146
Maip1	0	114
Mak16	0	1513
Mall	1	1134
Malsu1	0	506
Malt1	2	360
Mamdc2	1	594
Maml1	2	2863
Maml2	1	2101
Maml3	2	2428
Mamstr	4	32
Man1a1	1	2586
Man1a2	0	2198
Man1b1	2	1841
Man1c1	1	2317
Man2a1	1	2986
Man2a2	0	418
Man2b1	1	2612
Man2b2	0	11
Man2c1	2	115
Manba	1	2014
Manbal	3	745
Manea	2	2634
Manf	1	2256
Mansc1	1	1504
Maoa	0	44
Maob	1	426
Map10	0	30
Map1a	0	462
Map1b	0	560
Map1lc3a	0	78
Map1lc3b	0	1200
Map1s	1	60
Map2k1	0	256
Map2k3	0	122
Map2k4	0	1060
Map2k5	2	995
Map2k6	4	3
Exoc3l4	4	1
Map2k7	0	444
Map3k1	1	1546
Map3k10	4	102
Map3k11	1	2552
Map3k12	1	536
Map3k14	2	210
Map3k2	2	2214
Map3k20	0	236
Map3k3	2	1087
Map3k4	0	644
Map3k5	2	1298
Map3k6	1	531
Map3k7	0	1500
Map3k8	1	1845
Map4	0	383
Map4k1	1	2505
Map4k2	2	524
Map4k3	2	1997
Map4k4	3	2777
Map4k5	0	1490
Map6	2	315
Map7d1	4	41
Map9	3	1
Mapk1	0	394
Mapk12	0	1083
Mapk14	0	41
Mapk1ip1	2	254
Mapk1ip1l	2	3350
Mapk3	1	3383
Mapk6	0	62
Mapk7	1	3011
Mapk8	2	1823
Mapk8ip1	0	5
Mapk8ip3	2	797
Mapk9	0	120
Fbxo9	0	3
Mapkap1	0	1908
Mapkapk2	0	356
Mapkapk3	0	599
Mapkapk5	0	661
Mapkbp1	2	557
Mapre1	3	1448
Mapre3	0	1054
Mapt	0	1005
Marchf1	1	1450
Marchf2	4	6
Marchf3	2	193
Marchf5	0	863
Marchf6	0	530
Marchf7	3	1012
Marchf8	0	95
Marcks	1	1985
Marcksl1	1	1469
Marf1	0	237
Mark1	1	678
Mark2	2	540
Mark3	0	167
Mark4	2	107
Mars1	0	1675
Mars2	4	6
Marveld1	1	1953
Marveld2	2	112
Mast2	0	8
Mast3	1	1663
Mast4	4	8
Mat2a	1	1016
Mat2b	1	934
Matk	1	604
Matn2	1	417
Matr3	0	2272
Mau2	2	1342
Max	2	1452
Maz	2	15
Mb	0	86
Mbd1	2	1136
Mbd2	3	76
Mbd3	0	349
Mbd4	0	951
Mbd5	0	42
Mbd6	0	1312
Mbip	3	696
Mblac2	3	2378
Mbnl1	0	1142
Mbnl2	0	221
Mboat1	1	2260
Mboat7	1	2893
Mbtd1	2	1689
Mbtps1	2	1546
Mbtps2	2	639
Mc2r	1	1038
Mc5r	0	153
Mcam	1	1821
Mcart1	0	659
Mcat	0	254
Mcc	1	1447
Mccc1	0	573
Mccc2	0	4
Mcee	0	12
Mcemp1	2	486
Mcf2l	2	260
Hoxc11	0	6
Mcfd2	0	1560
Mchr1	0	9
Fam229b	0	2
Mcl1	0	2328
Mcm2	3	1519
Mcm3	1	1081
Mcm3ap	2	1481
Mcm4	1	1780
Mcm5	1	73
Mcm6	1	1401
Mcm7	3	318
Mcm8	4	2
Mcmbp	1	3235
Mcoln1	0	1427
Mcph1	2	178
Mcpt1l1	1	1289
Mcrip1	0	1163
Mcrip2	4	4
Mcrs1	2	24
AABR07039936.1	2	3
Mctp1	1	82
Mcts1	3	104
Mcu	1	1
Mcur1	2	1231
Mdc1	3	2530
Mdfic	1	2301
Mdga1	4	55
Mdh1	4	56
Mdh2	4	130
Mdk	1	301
Mdm1	3	936
Mdm2	3	29
Mdm4	0	1297
Mdn1	2	553
Mdp1	1	22
Me1	4	16
Me2	1	1883
Mea1	0	123
Meaf6	3	1284
Meak7	2	99
Mecom	1	949
Mecp2	0	1788
Mecr	0	14
Med1	0	1591
Med10	3	940
Med11	3	1080
Med12	2	1298
Med13	2	632
Med13l	2	1014
Med14	2	388
Med15	2	2657
Med16	0	3
Med17	2	951
Med18	2	491
Med19	3	798
Med20	3	902
Med21	0	67
Med22	2	56
Med23	2	3323
Med24	0	459
Med25	0	1164
Med26	4	2
Med27	2	1980
Med28	0	1286
Med29	2	186
Med30	0	72
Med31	3	567
Med4	0	113
Med6	3	504
Med7	3	868
Med8	3	1855
Med9	3	106
Medag	1	360
Mef2a	0	920
Mef2c	4	12
AABR07046707.1	4	5
Mef2d	0	95
Megf10	4	1
Megf8	4	3
Megf9	1	2238
Meis1	2	23
Meis2	1	53
Meis3	1	1442
Memo1	0	155
Men1	1	2813
Meox2	1	1925
Mepce	3	1824
Mertk	1	3124
Mesd	1	3393
Mesp2	2	82
Mest	1	697
Met	0	13
Metap1	0	120
Metap1d	0	2
Metap2	0	1655
Metrnl	1	1572
Mettl1	3	2119
Mettl11b	4	5
Mettl14	3	2109
Mettl15	1	27
Mettl16	3	1014
Mettl17	0	791
Mettl18	2	67
Mettl2	3	1597
Mettl21a	3	284
Mettl22	0	142
Mettl23	0	791
